QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
39,Vintage Cars,S50_1341,2/17/2003 0:00
49,Vintage Cars,S50_1341,4/29/2003 0:00
27,Vintage Cars,S50_1341,6/27/2003 0:00
34,Vintage Cars,S50_1341,8/10/2003 0:00
20,Vintage Cars,S50_1341,10/8/2003 0:00
48,Vintage Cars,S50_1341,10/28/2003 0:00
29,Vintage Cars,S50_1341,12/1/2003 0:00
43,Vintage Cars,S50_1341,1/12/2004 0:00
41,Vintage Cars,S50_1341,2/20/2004 0:00
41,Vintage Cars,S50_1341,4/2/2004 0:00
36,Vintage Cars,S50_1341,5/11/2004 0:00
49,Vintage Cars,S50_1341,6/24/2004 0:00
38,Vintage Cars,S50_1341,7/23/2004 0:00
33,Vintage Cars,S50_1341,8/21/2004 0:00
26,Vintage Cars,S50_1341,9/15/2004 0:00
47,Vintage Cars,S50_1341,10/15/2004 0:00
34,Vintage Cars,S50_1341,11/1/2004 0:00
34,Vintage Cars,S50_1341,11/12/2004 0:00
40,Vintage Cars,S50_1341,11/24/2004 0:00
40,Vintage Cars,S50_1341,12/4/2004 0:00
33,Vintage Cars,S50_1341,12/17/2004 0:00
49,Vintage Cars,S50_1341,2/3/2005 0:00
27,Vintage Cars,S50_1341,3/3/2005 0:00
49,Vintage Cars,S50_1341,3/30/2005 0:00
56,Vintage Cars,S50_1341,4/3/2005 0:00
37,Vintage Cars,S50_1341,5/10/2005 0:00
