QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
40,Classic Cars,S24_3856,3/3/2003 0:00
43,Classic Cars,S24_3856,5/8/2003 0:00
47,Classic Cars,S24_3856,7/2/2003 0:00
23,Classic Cars,S24_3856,9/5/2003 0:00
35,Classic Cars,S24_3856,10/11/2003 0:00
34,Classic Cars,S24_3856,11/4/2003 0:00
25,Classic Cars,S24_3856,11/12/2003 0:00
45,Classic Cars,S24_3856,11/20/2003 0:00
47,Classic Cars,S24_3856,12/2/2003 0:00
49,Classic Cars,S24_3856,1/16/2004 0:00
40,Classic Cars,S24_3856,2/22/2004 0:00
29,Classic Cars,S24_3856,4/12/2004 0:00
39,Classic Cars,S24_3856,6/1/2004 0:00
24,Classic Cars,S24_3856,7/6/2004 0:00
25,Classic Cars,S24_3856,8/6/2004 0:00
36,Classic Cars,S24_3856,8/30/2004 0:00
50,Classic Cars,S24_3856,10/5/2003 0:00
45,Classic Cars,S24_3856,10/16/2004 0:00
26,Classic Cars,S24_3856,11/4/2004 0:00
21,Classic Cars,S24_3856,11/17/2004 0:00
42,Classic Cars,S24_3856,11/24/2004 0:00
32,Classic Cars,S24_3856,12/7/2004 0:00
31,Classic Cars,S24_3856,1/6/2005 0:00
33,Classic Cars,S24_3856,2/10/2005 0:00
45,Classic Cars,S24_3856,3/4/2005 0:00
76,Classic Cars,S24_3856,4/14/2005 0:00
70,Classic Cars,S24_3856,5/17/2005 0:00
