QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
33,Trucks and Buses,S50_1392,1/31/2003 0:00
27,Trucks and Buses,S50_1392,4/4/2003 0:00
46,Trucks and Buses,S50_1392,6/3/2003 0:00
44,Trucks and Buses,S50_1392,8/1/2003 0:00
26,Trucks and Buses,S50_1392,9/21/2003 0:00
48,Trucks and Buses,S50_1392,10/22/2003 0:00
23,Trucks and Buses,S50_1392,11/6/2003 0:00
45,Trucks and Buses,S50_1392,11/14/2003 0:00
49,Trucks and Buses,S50_1392,11/25/2003 0:00
28,Trucks and Buses,S50_1392,12/9/2003 0:00
37,Trucks and Buses,S50_1392,2/12/2004 0:00
34,Trucks and Buses,S50_1392,3/15/2004 0:00
22,Trucks and Buses,S50_1392,5/5/2004 0:00
29,Trucks and Buses,S50_1392,6/15/2004 0:00
34,Trucks and Buses,S50_1392,7/20/2004 0:00
38,Trucks and Buses,S50_1392,8/20/2004 0:00
41,Trucks and Buses,S50_1392,9/8/2004 0:00
42,Trucks and Buses,S50_1392,10/13/2004 0:00
28,Trucks and Buses,S50_1392,10/22/2004 0:00
38,Trucks and Buses,S50_1392,11/5/2004 0:00
23,Trucks and Buses,S50_1392,11/20/2004 0:00
31,Trucks and Buses,S50_1392,12/2/2004 0:00
46,Trucks and Buses,S50_1392,12/15/2004 0:00
48,Trucks and Buses,S50_1392,1/23/2005 0:00
29,Trucks and Buses,S50_1392,2/22/2005 0:00
46,Trucks and Buses,S50_1392,3/17/2005 0:00
26,Trucks and Buses,S50_1392,5/3/2005 0:00
18,Trucks and Buses,S50_1392,5/31/2005 0:00
