QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
35,Vintage Cars,S18_2957,1/29/2003 0:00
28,Vintage Cars,S18_2957,3/25/2003 0:00
46,Vintage Cars,S18_2957,5/28/2003 0:00
20,Vintage Cars,S18_2957,7/16/2003 0:00
30,Vintage Cars,S18_2957,9/19/2003 0:00
48,Vintage Cars,S18_2957,10/20/2003 0:00
28,Vintage Cars,S18_2957,11/5/2003 0:00
39,Vintage Cars,S18_2957,11/13/2003 0:00
24,Vintage Cars,S18_2957,11/21/2003 0:00
28,Vintage Cars,S18_2957,12/5/2003 0:00
31,Vintage Cars,S18_2957,1/29/2004 0:00
45,Vintage Cars,S18_2957,3/10/2004 0:00
24,Vintage Cars,S18_2957,4/29/2004 0:00
49,Vintage Cars,S18_2957,6/14/2004 0:00
32,Vintage Cars,S18_2957,7/16/2004 0:00
43,Vintage Cars,S18_2957,8/17/2004 0:00
37,Vintage Cars,S18_2957,9/8/2004 0:00
24,Vintage Cars,S18_2957,10/11/2004 0:00
35,Vintage Cars,S18_2957,10/21/2004 0:00
41,Vintage Cars,S18_2957,11/4/2004 0:00
26,Vintage Cars,S18_2957,11/17/2004 0:00
34,Vintage Cars,S18_2957,11/29/2004 0:00
49,Vintage Cars,S18_2957,12/10/2004 0:00
28,Vintage Cars,S18_2957,1/20/2005 0:00
40,Vintage Cars,S18_2957,2/17/2005 0:00
37,Vintage Cars,S18_2957,3/10/2005 0:00
31,Vintage Cars,S18_2957,5/30/2005 0:00
