QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
26,Classic Cars,S18_1129,3/10/2003 0:00
34,Classic Cars,S18_1129,5/8/2003 0:00
25,Classic Cars,S18_1129,7/4/2003 0:00
23,Classic Cars,S18_1129,9/11/2003 0:00
28,Classic Cars,S18_1129,10/17/2003 0:00
35,Classic Cars,S18_1129,11/5/2003 0:00
44,Classic Cars,S18_1129,11/12/2003 0:00
22,Classic Cars,S18_1129,11/20/2003 0:00
42,Classic Cars,S18_1129,12/2/2003 0:00
29,Classic Cars,S18_1129,1/16/2004 0:00
32,Classic Cars,S18_1129,2/22/2004 0:00
41,Classic Cars,S18_1129,4/13/2004 0:00
26,Classic Cars,S18_1129,6/1/2004 0:00
21,Classic Cars,S18_1129,7/6/2004 0:00
34,Classic Cars,S18_1129,8/6/2004 0:00
41,Classic Cars,S18_1129,8/30/2004 0:00
37,Classic Cars,S18_1129,10/5/2003 0:00
37,Classic Cars,S18_1129,10/16/2004 0:00
41,Classic Cars,S18_1129,11/4/2004 0:00
46,Classic Cars,S18_1129,11/17/2004 0:00
40,Classic Cars,S18_1129,11/24/2004 0:00
43,Classic Cars,S18_1129,12/9/2004 0:00
30,Classic Cars,S18_1129,1/7/2005 0:00
35,Classic Cars,S18_1129,2/9/2005 0:00
36,Classic Cars,S18_1129,3/4/2005 0:00
61,Classic Cars,S18_1129,4/15/2005 0:00
38,Classic Cars,S18_1129,5/17/2005 0:00
