QUANTITYORDERED,PRODUCTLINE,PRODUCTCODE,ORDERDATE
22,Vintage Cars,S18_4409,1/6/2003 0:00
28,Vintage Cars,S18_4409,3/18/2003 0:00
36,Vintage Cars,S18_4409,5/21/2003 0:00
34,Vintage Cars,S18_4409,9/11/2003 0:00
39,Vintage Cars,S18_4409,10/18/2003 0:00
21,Vintage Cars,S18_4409,11/5/2003 0:00
36,Vintage Cars,S18_4409,11/12/2003 0:00
24,Vintage Cars,S18_4409,11/21/2003 0:00
29,Vintage Cars,S18_4409,12/2/2003 0:00
38,Vintage Cars,S18_4409,1/22/2004 0:00
34,Vintage Cars,S18_4409,3/2/2004 0:00
42,Vintage Cars,S18_4409,4/13/2004 0:00
35,Vintage Cars,S18_4409,8/17/2004 0:00
35,Vintage Cars,S18_4409,9/1/2004 0:00
38,Vintage Cars,S18_4409,10/6/2003 0:00
41,Vintage Cars,S18_4409,10/16/2004 0:00
50,Vintage Cars,S18_4409,11/17/2004 0:00
21,Vintage Cars,S18_4409,11/25/2004 0:00
43,Vintage Cars,S18_4409,1/12/2005 0:00
32,Vintage Cars,S18_4409,2/16/2005 0:00
6,Vintage Cars,S18_4409,4/22/2005 0:00
66,Vintage Cars,S18_4409,5/29/2005 0:00
